Country,Total_Population,Total_Bumi,Total_Chinese,Total_Indian,Total_Others,Total_Voters,Total_Young,Total_Middle_Aged,Total_Old,Total_Male,Total_Female,Bumiputera Percentage,Chinese Percentage,Indian Percentage,Other Percentage,Young Percentage,Middle Aged Percentage,Old Percentage,Male Percentage,Female Percentage,Average_Labour_Participation_Rate,Average_Labour_Unemployement_Rate,Average_Median_Income,Average_Poverty_Incidence
Malaysia,29756315,20649533,6892367,1998778,215637,21173638,6007978,11354093,3811567,10551487,10622151,69,23,7,1,28,54,18,50,50,66,4,5750,6
