state,parlimen,Total_Voters,Total_Undi_18,Total_Youth,Total_Senior_Citizen,Total_Early_Voter,ratio_undi_18,ratio_youth,ratio_senior_citizen,ratio_early_voter
Sarawak,P.204 Betong,41743,2595,11168,8150,130,0.062166111683396016,0.26754186330642266,0.19524231607694703,0.003114294612270321
Sarawak,P.205 Saratok,44531,2955,12177,8613,119,0.06635826727448295,0.27344995621028045,0.19341582268532034,0.0026722957041162335
Sarawak,P.206 Tanjong Manis,32948,2268,9665,5425,8,0.06883574116790094,0.2933410222168265,0.16465339322568898,0.0002428068471530897
Sarawak,P.207 Igan,28290,1889,8396,4853,76,0.06677271120537293,0.29678331565924354,0.17154471544715447,0.002686461647225168
Sarawak,P.208 Sarikei,55018,3048,13699,11662,331,0.0554000508924352,0.2489912392307972,0.2119669926205969,0.006016212875786107
Sarawak,P.209 Julau,34850,2194,9329,6485,66,0.06295552367288379,0.2676901004304161,0.18608321377331422,0.0018938307030129124
Sarawak,P.210 Kanowit,30988,1946,7973,6413,85,0.06279850264618562,0.25729314573383244,0.2069510778365819,0.002742997289273267
Sarawak,P.211 Lanang,87356,5231,23646,18187,1728,0.05988140482622831,0.2706854709464719,0.2081940565044187,0.01978112550940977
Sarawak,P.212 Sibu,105875,6613,29182,18973,2295,0.062460448642266825,0.27562691853600946,0.17920188902007084,0.021676505312868948
Sarawak,P.213 Mukah,46964,3128,13380,8547,202,0.0666042074780683,0.2848990716293331,0.18199046077846862,0.004301166851205179
Sarawak,P.214 Selangau,45743,3440,13386,7810,86,0.0752027632643246,0.29263493867914214,0.1707365061320858,0.0018800690816081149
Sarawak,P.215 Kapit,45210,3068,12520,8294,183,0.06786109267861093,0.2769298827692988,0.1834549878345499,0.00404777704047777
Sarawak,P.216 Hulu Rajang,43438,3281,13148,7703,79,0.07553294350568626,0.3026842856485105,0.17733321055297205,0.0018186841014779687
Sarawak,P.217 Bintulu,113599,8816,36759,16952,849,0.07760631695701546,0.32358559494361744,0.14922666572769128,0.00747365733853291
Sarawak,P.218 Sibuti,58522,4042,18052,9451,775,0.06906804278732784,0.3084651925771505,0.1614948224599296,0.013242883018352072
Sarawak,P.219 Miri,143229,9659,41972,25675,1043,0.06743746029086288,0.29304121372068503,0.17925839040976338,0.007282044837288538
Sarawak,P.220 Baram,59535,3774,15163,13054,79,0.06339128243890149,0.25469051818258165,0.21926597799613673,0.0013269505332997396
Sarawak,P.221 Limbang,41999,2845,11522,7888,360,0.06773970808828782,0.27433986523488657,0.18781399557132314,0.008571632657920427
Sarawak,P.222 Lawas,33655,2383,9870,5853,102,0.07080671519833606,0.2932699450304561,0.1739117515970881,0.0030307532313177833
