state,parlimen,Total_Voters,Total_Undi_18,Total_Youth,Total_Senior_Citizen,Total_Early_Voter,ratio_undi_18,ratio_youth,ratio_senior_citizen,ratio_early_voter
Perak,P.076 Teluk Intan,87222,4347,21077,20073,390,0.04983834353718099,0.24164774942101763,0.23013689206851481,0.004471348971589737
Perak,P.077 Tanjong Malim,93873,5154,23352,19461,483,0.054903965996612444,0.2487616247483302,0.20731200664727878,0.00514524943274424
Pahang,P.078 Cameron Highlands,46020,3298,13772,8051,353,0.071664493698392,0.2992611907866145,0.17494567579313341,0.00767057800956106
Pahang,P.079 Lipis,47124,2835,13206,8823,901,0.06016042780748663,0.2802393684746626,0.18722943722943722,0.01911976911976912
Pahang,P.080 Raub,75064,3954,18396,15915,377,0.05267505062346797,0.2450708728551636,0.21201907705424705,0.005022380901630609
Pahang,P.081 Jerantut,87051,5536,23768,14222,355,0.06359490413665553,0.27303534709538085,0.16337549252736902,0.004078069177838279
Pahang,P.082 Indera Mahkota,120549,10225,41506,16338,2002,0.08482028054981791,0.34430812366755426,0.13552995047656968,0.0166073546856465
Pahang,P.083 Kuantan,87597,5699,24695,17029,1560,0.06505930568398462,0.28191604735321985,0.19440163475918126,0.01780882906948868
Pahang,P.084 Paya Besar,79744,5789,24049,12424,98,0.07259480337078651,0.3015775481540931,0.15579855537720708,0.0012289325842696629
Pahang,P.085 Pekan,119443,8408,36992,15605,7066,0.07039340940867192,0.3097042103764976,0.13064809155831653,0.05915792470048475
Pahang,P.086 Maran,53128,3287,13715,8718,222,0.06186944737238368,0.25815012799277215,0.16409426291221202,0.004178587562114139
Pahang,P.087 Kuala Krau,60537,3642,15317,10101,43,0.06016155409088657,0.2530188149396237,0.16685663313345558,0.0007103093975585179
Pahang,P.088 Temerloh,106829,7176,32623,17111,2546,0.06717277143846709,0.3053758810809799,0.16017186344531917,0.023832479944584335
Pahang,P.089 Bentong,87058,4682,21265,17889,1205,0.05378023846171518,0.24426244572583794,0.20548370052149142,0.013841347147878425
Pahang,P.090 Bera,77669,4449,20299,13188,3800,0.05728154089791294,0.26135266322471,0.16979747389563404,0.04892556875973683
Pahang,P.091 Rompin,89131,5799,26077,13301,634,0.06506153863414525,0.2925693641942758,0.14922978537209275,0.007113125624081409
Selangor,P.092 Sabak Bernam,51609,3103,13771,9559,57,0.06012517196612994,0.26683330426863533,0.18521963223468774,0.0011044585246759286
Selangor,P.093 Sungai Besar,64382,3828,18153,10373,325,0.059457612376129974,0.28195769003758814,0.16111646112267403,0.005047994781150011
Selangor,P.094 Hulu Selangor,154317,12396,51713,22936,1344,0.08032815567954275,0.3351088992139557,0.1486291205764757,0.008709345049476078
Selangor,P.095 Tanjong Karang,62194,3840,17018,10601,27,0.06174229025307908,0.2736276811267968,0.17045052577419043,0.0004341254783419622
Selangor,P.096 Kuala Selangor,102951,8222,33559,14914,391,0.07986323590834475,0.32597060737632466,0.14486503287971947,0.003797923283892337
Selangor,P.097 Selayang,181539,15138,61119,26130,644,0.08338704080115017,0.3366714590253334,0.14393601374911177,0.003547447105029773
Selangor,P.098 Gombak,206744,13739,58761,35534,434,0.06645416553805673,0.2842210656657509,0.1718743953875324,0.0020992144874821036
Selangor,P.099 Ampang,133494,8461,36599,24977,305,0.06338112574347911,0.27416213462777356,0.18710204203934258,0.0022847468800095885
Selangor,P.100 Pandan,148730,8300,38296,25589,574,0.055805822631614335,0.25748672090365093,0.1720500235325758,0.0038593424325959794
Selangor,P.101 Hulu Langat,166902,14890,58270,23072,3066,0.08921402978993662,0.34912703262992656,0.13823680962480978,0.01837006147319984
Selangor,P.102 Bangi,303430,26140,104519,41230,1289,0.08614837029957487,0.34445835942391984,0.1358797745773325,0.004248096760373068
Selangor,P.103 Puchong,152861,11765,46957,23061,411,0.07696534760337823,0.30718757564061466,0.15086254832821974,0.002688717200594004
Selangor,P.104 Subang,230940,15261,64806,41168,1704,0.06608209924655754,0.28061834242660433,0.17826275223001645,0.007378539880488438
Selangor,P.105 Petaling Jaya,195148,10098,44490,45446,4310,0.05174534199684342,0.22798081456125607,0.23287966056531453,0.022085801545493677
Selangor,P.106 Damansara,239103,13274,56079,56436,489,0.055515823724503664,0.23453908984830804,0.23603217023625803,0.0020451437246709575
Selangor,P.107 Sungai Buloh,158090,15242,57855,17967,2388,0.09641343538490733,0.36596242646593713,0.11365045227402112,0.015105319754570181
Selangor,P.108 Shah Alam,165744,13466,52525,24882,1758,0.0812457766193648,0.31690438266241916,0.15012308137851144,0.010606718795250507
Selangor,P.109 Kapar,189369,15732,64152,24626,491,0.08307589943443752,0.3387671688607956,0.13004240398375658,0.0025928214227249444
Selangor,P.110 Klang,208913,11662,50205,46463,1266,0.05582228008788347,0.2403153465796767,0.22240358426713513,0.006059938826209954
Selangor,P.111 Kota Raja,244712,22248,85619,29681,37,0.09091503481643728,0.3498765896237209,0.1212895158390271,0.000151198143123345
Selangor,P.112 Kuala Langat,148637,11586,46596,21803,1087,0.0779482901296447,0.31348856610399833,0.1466862221384985,0.00731311853710718
Selangor,P.113 Sepang,168039,15312,57658,22101,1850,0.09112170389016835,0.3431227274620773,0.1315230392944495,0.011009349020167937
W.P. Kuala Lumpur,P.114 Kepong,94285,3904,17929,25636,283,0.04140637429071432,0.19015750119319086,0.2718990295381026,0.003001537890438564
W.P. Kuala Lumpur,P.115 Batu,113863,6580,29801,21599,2978,0.05778874612472884,0.26172681204605536,0.18969287652705444,0.026154237987757217
W.P. Kuala Lumpur,P.116 Wangsa Maju,120323,6179,29549,22815,2792,0.05135344032313024,0.2455806454293859,0.18961462064609427,0.023204208671658785
W.P. Kuala Lumpur,P.117 Segambut,119652,6397,28377,27482,249,0.05346337712700164,0.23716277203891284,0.22968274663189917,0.0020810350015043628
W.P. Kuala Lumpur,P.118 Setiawangsa,95753,5060,24635,16043,12115,0.052844297306611804,0.25727653441667625,0.16754566436560733,0.12652345096237194
W.P. Kuala Lumpur,P.119 Titiwangsa,80747,3873,17955,18503,2105,0.047964630264901484,0.22236120227376868,0.2291478321176019,0.026069079965819163
W.P. Kuala Lumpur,P.120 Bukit Bintang,79782,2065,9771,31599,2594,0.025883031260184,0.12247123411295781,0.39606678198089795,0.03251359955879772
W.P. Kuala Lumpur,P.121 Lembah Pantai,101828,4085,20191,22613,9768,0.04011666732136544,0.1982853439132655,0.22207055033978867,0.09592646423380602
W.P. Kuala Lumpur,P.122 Seputeh,124805,6250,27435,30772,401,0.050078121870117384,0.21982292376106727,0.24656063458996033,0.0032130122991867313
W.P. Kuala Lumpur,P.123 Cheras,101184,3839,17753,30282,1141,0.037940781151170146,0.17545264073371283,0.2992765654648956,0.011276486401012017
W.P. Kuala Lumpur,P.124 Bandar Tun Razak,119185,7603,33056,19398,5011,0.06379158451147376,0.27735033771028234,0.16275538029114403,0.04204388136090951
W.P. Putrajaya,P.125 Putrajaya,42881,3571,12578,3813,1386,0.08327697581679532,0.2933233833166204,0.08892050092115389,0.03232200741587183
Negeri Sembilan,P.126 Jelebu,59561,2825,12907,13225,739,0.047430365507630835,0.21670220446265173,0.22204126861536913,0.012407447826597941
Negeri Sembilan,P.127 Jempol,95813,4806,23363,19914,390,0.05016020790498158,0.24383956248108293,0.20784235959629696,0.004070428856209491
Negeri Sembilan,P.128 Seremban,157244,10489,43746,31614,1580,0.06670524789499123,0.2782045737834194,0.20105059652514565,0.010048078146065986
Negeri Sembilan,P.129 Kuala Pilah,63247,3198,14687,15073,362,0.050563663098645,0.23221654782044998,0.23831960409189368,0.0057235916328047184
Negeri Sembilan,P.130 Rasah,155896,10924,45425,30106,2337,0.07007235592959409,0.2913801508698106,0.1931159234361369,0.014990763072817777
Negeri Sembilan,P.131 Rembau,133555,10035,42248,22016,2217,0.07513758376698738,0.31633409456778105,0.16484594361873386,0.016599902661824716
Negeri Sembilan,P.132 Port Dickson,104450,6892,29212,19248,7379,0.06598372426998564,0.2796744853997128,0.18427955959789372,0.07064624222115845
Negeri Sembilan,P.133 Tampin,81099,4057,20791,15342,5220,0.05002527774695126,0.2563656765188227,0.1891761920615544,0.06436577516368883
Melaka,P.134 Masjid Tanah,69174,4340,19788,13010,323,0.06274033596437968,0.286061236880909,0.188076444907046,0.004669384450805216
Melaka,P.135 Alor Gajah,93311,5919,25494,18405,558,0.06343303576212879,0.2732153765365284,0.197243626153401,0.005980002357707023
Melaka,P.136 Tangga Batu,115998,8428,37276,16522,9621,0.07265642511077777,0.321350368109795,0.14243349023259022,0.08294108519112399
Melaka,P.137 Hang Tuah Jaya,118493,7580,33388,21854,1201,0.06397002354569468,0.2817719190163132,0.18443283569493557,0.010135619825643708
Melaka,P.138 Kota Melaka,164140,8917,39726,38778,671,0.05432557572803704,0.24202510052394297,0.23624954307298648,0.004087973681004021
Melaka,P.139 Jasin,96208,6163,27408,17660,227,0.06405912190254448,0.2848827540329287,0.18356061865957093,0.0023594711458506568
Johor,P.140 Segamat,69360,3335,16286,16167,887,0.04808246828143022,0.23480392156862745,0.23308823529411765,0.012788350634371396
Johor,P.141 Sekijang,63981,3822,17275,12253,0,0.05973648426876729,0.2700020318532064,0.19150997952517154,0.0
Johor,P.142 Labis,49846,2390,11321,11345,41,0.04794767885086065,0.2271195281466918,0.22760101111423184,0.000822533402880873
Johor,P.143 Pagoh,69939,4023,18542,14179,103,0.05752155449749067,0.26511674459171564,0.20273381089234904,0.0014727119346859407
Johor,P.144 Ledang,104577,6454,28553,20914,358,0.06171529112519961,0.2730332673532421,0.19998661273511384,0.0034233148780324547
Johor,P.145 Bakri,97335,5168,24087,21407,917,0.053094981250321055,0.24746494066882416,0.21993116556223352,0.009421071556993886
Johor,P.146 Muar,68925,4037,18470,14078,563,0.0585709104098658,0.26797243380486035,0.20425099746100833,0.00816829887558941
Johor,P.147 Parit Sulong,79484,4668,20872,17156,43,0.05872880076493382,0.2625937295556338,0.21584218207437975,0.0005409893815107443
Johor,P.148 Ayer Hitam,61041,3847,16746,11635,48,0.06302321390540784,0.27434019757212363,0.19060959027538868,0.000786356711063056
Johor,P.149 Sri Gading,78602,5769,25051,12954,96,0.07339507900562327,0.3187069031322358,0.16480496679473805,0.001221342968372306
Johor,P.150 Batu Pahat,133910,7553,34789,27482,1122,0.056403554626241505,0.2597938914196102,0.20522739153162572,0.008378761854977223
Johor,P.151 Simpang Renggam,59033,3495,16039,11274,719,0.059204173936611725,0.27169549235173546,0.19097792759981705,0.012179628343468907
Johor,P.152 Kluang,132342,7451,35575,26602,5447,0.05630109866860105,0.2688111106073658,0.20100950567469134,0.0411585135482311
Johor,P.153 Sembrong,54982,2686,12981,11683,44,0.04885235167873122,0.23609544941981012,0.2124877232548834,0.0008002619038958204
Johor,P.154 Mersing,66275,3625,17392,12280,1682,0.05469634100339495,0.2624217276499434,0.185288570350811,0.025379102225575254
Johor,P.155 Tenggara,67294,5034,21229,9500,2030,0.07480607483579517,0.3154664606057004,0.1411715754747823,0.03016613665408506
Johor,P.156 Kota Tinggi,61291,3102,14304,11821,399,0.050611019562415364,0.23337847318529636,0.1928668156825635,0.006509928048163678
Johor,P.157 Pengerang,55316,3027,13011,10034,740,0.05472196109624702,0.2352122351580013,0.18139417166823343,0.013377684575891243
Johor,P.158 Tebrau,223301,21595,82056,23629,278,0.09670803086416989,0.36746812598241835,0.10581681228476361,0.0012449563593535183
Johor,P.159 Pasir Gudang,198485,15067,63736,25516,2035,0.07591001838929894,0.3211124266317354,0.12855379499710307,0.010252663929264176
Johor,P.160 Johor Bahru,136368,5746,27162,36168,1993,0.042135984981813916,0.19918162618796198,0.2652235128475889,0.014614865657632288
Johor,P.161 Pulai,165313,11397,46299,28631,1120,0.0689419464893868,0.2800687181286408,0.1731926708728291,0.006775026767404863
Johor,P.162 Iskandar Puteri,222437,16640,69493,31946,915,0.0748076983595355,0.3124165494050001,0.1436181930164496,0.004113524278784555
Johor,P.163 Kulai,151247,11607,47020,24807,725,0.07674201802349799,0.3108821993163501,0.1640164763598617,0.004793483507110885
Johor,P.164 Pontian,75212,4250,19434,15655,80,0.05650694038185396,0.2583896186778705,0.20814497686539382,0.0010636600542466628
Johor,P.165 Tanjung Piai,70679,4131,18541,14422,304,0.05844734645368497,0.2623268580483595,0.20404929328371935,0.004301136122469192
W.P. Labuan,P.166 Labuan,44484,3225,13707,7133,1444,0.07249797680064743,0.30813326139735636,0.16034978868806762,0.03246110961244492
Sabah,P.167 Kudat,75724,6030,23654,12755,517,0.07963129258887539,0.31237124293486873,0.16844065289736412,0.006827425915165601
Sabah,P.168 Kota Marudu,80735,6606,27211,11412,175,0.0818232489007246,0.3370409363968539,0.14135133461324084,0.0021675853099646994
Sabah,P.169 Kota Belud,79885,5698,23459,12953,486,0.07132753332916067,0.2936596357263566,0.16214558427739875,0.006083745383989485
Sabah,P.170 Tuaran,83419,6462,25072,12764,193,0.07746436663110323,0.3005550294297462,0.15301070499526487,0.002313621596998286
Sabah,P.171 Sepanggar,108370,9566,39109,12830,2185,0.08827166189904956,0.36088400848943436,0.11839069853280428,0.02016240657008397
Sabah,P.172 Kota Kinabalu,74059,2461,12875,21294,342,0.03323026235838993,0.17384787804318177,0.2875275118486612,0.004617939750739275
Sabah,P.173 Putatan,63173,4251,19146,10366,3010,0.0672914061386985,0.3030725151567917,0.16408908869295427,0.04764693777404904
Sabah,P.174 Penampang,77214,5311,22352,11620,2614,0.06878286321133473,0.2894811821690367,0.15049084362939363,0.03385396430699096
Sabah,P.175 Papar,59942,4562,17838,9457,825,0.07610690333989523,0.29758766807914316,0.15776917687097528,0.01376330452771012
Sabah,P.176 Kimanis,40763,2588,10791,6543,19,0.06348894831096828,0.2647253636876579,0.1605132105095307,0.0004661089713710963
Sabah,P.177 Beaufort,43248,2383,10439,8062,209,0.05510081391046985,0.2413753237143914,0.18641324454310026,0.00483259341472438
Sabah,P.178 Sipitang,45871,3088,13332,7357,146,0.0673192212944998,0.29064114582197903,0.16038455669159163,0.0031828388306337336
Sabah,P.179 Ranau,66517,5098,21236,9495,189,0.07664206142790565,0.31925673136190746,0.142745463565705,0.002841378895620668
Sabah,P.180 Keningau,87588,6890,30104,10991,271,0.07866374389185733,0.343700050235192,0.12548522628670594,0.003094031145819062
Sabah,P.181 Tenom,42045,3212,12601,6545,140,0.07639433939826376,0.29970269948864314,0.15566654774646213,0.003329765727197051
Sabah,P.182 Pensiangan,55672,5341,21048,6677,11,0.09593691622359535,0.37807156200603537,0.11993461704267855,0.00019758586003736168
Sabah,P.183 Beluran,44727,3674,15402,6055,177,0.08214277729335748,0.3443557582668187,0.13537684172870973,0.0039573412033000206
Sabah,P.184 Libaran,72332,5901,25126,9515,1935,0.0815821489797047,0.3473704584416303,0.13154620361665653,0.026751645191616436
Sabah,P.185 Batu Sapi,43916,3073,13633,7944,774,0.06997449676655433,0.3104335549685764,0.18089079151106657,0.017624555970489116
Sabah,P.186 Sandakan,55542,3652,16054,11891,371,0.06575204349861366,0.28904252637643585,0.21409023801807642,0.006679629829678442
Sabah,P.187 Kinabatangan,44773,3753,15413,6201,217,0.0838228396578295,0.34424764925289797,0.13849864873919548,0.0048466709847452705
Sabah,P.188 Lahad Datu,100256,8830,36628,12624,1773,0.0880745292052346,0.36534471752314074,0.12591765081391637,0.017684727098627513
Sabah,P.189 Semporna,72169,6564,25337,9655,937,0.09095317934293118,0.3510787180091175,0.1337832033144425,0.012983413931189292
Sabah,P.190 Tawau,87477,6133,26334,15887,1172,0.07010985744824354,0.3010391302856751,0.1816134526789899,0.013397807423665649
Sabah,P.191 Kalabakan,83970,6455,29148,10854,2744,0.07687269262831964,0.3471239728474455,0.1292604501607717,0.03267833750148863
Sarawak,P.192 Mas Gading,47171,3054,13174,8877,650,0.0647431684721545,0.2792817620995951,0.1881876576710267,0.01377965275275063
Sarawak,P.193 Santubong,79540,6528,26493,11342,161,0.08207191350264018,0.333077696756349,0.14259492079456876,0.002024138798089012
Sarawak,P.194 Petra Jaya,109809,8198,34397,16671,919,0.07465690426103506,0.3132439053265215,0.15181815698166817,0.00836907721589305
Sarawak,P.195 Bandar Kuching,109710,3850,17670,35944,1148,0.03509251663476438,0.16106097894449,0.3276273812779145,0.010463950414729742
Sarawak,P.196 Stampin,121009,8195,35073,18661,3499,0.06772223553619978,0.28983794593790546,0.1542116702063483,0.028915204654199275
Sarawak,P.197 Kota Samarahan,82229,6903,27618,10506,5084,0.08394848532756084,0.33586690826837245,0.12776514368410172,0.06182733585474711
Sarawak,P.198 Puncak Borneo,79969,5227,21721,14566,817,0.06536282809588716,0.27161775187885306,0.18214558141279746,0.010216458877815153
Sarawak,P.199 Serian,65273,4142,17110,12502,157,0.06345655937370735,0.2621298239700948,0.19153401866008915,0.002405282429182051
Sarawak,P.200 Batang Sadong,32640,2176,8616,6515,105,0.06666666666666667,0.2639705882352941,0.19960171568627452,0.003216911764705882
Sarawak,P.201 Batang Lupar,43072,2746,11558,7879,19,0.0637537147102526,0.26834138187221396,0.18292626300148587,0.0004411218424962853
Sarawak,P.202 Sri Aman,50164,3156,13453,10939,881,0.06291364325013954,0.2681803683916753,0.21806474762778089,0.01756239534327406
Sarawak,P.203 Lubok Antu,28995,1684,6789,6453,91,0.058078979134333505,0.23414381789963787,0.22255561303673047,0.0031384721503707534
