state,parlimen,dun,total,male_18_20,female_18_20,total_18_20,ratio_18_20,male_21_29,female_21_29,male_30_39,female_30_39,male_40_49,female_40_49,male_50_59,female_50_59,male_60_69,female_60_69,male_70_79,female_70_79,male_80_89,female_80_89,male_90+,female_90+,votertype_regular,votertype_early_army,votertype_early_police,votertype_postal_overseas,total_ge14,votertype_early,Total#
W.P. Kuala Lumpur,P.120 Bukit Bintang,P.120 Bukit Bintang,79782,1063,1002,2065,0.025883031260184,4184,3522,5815,4569,6559,5932,8218,7319,8698,8065,4784,5009,1586,2035,834,588,77179,0,2594,9,69526.0,2594,79782
W.P. Kuala Lumpur,P.121 Lembah Pantai,P.121 Lembah Pantai,101828,2103,1982,4085,0.04011666732136544,8700,7406,13189,9680,9997,9288,8611,8259,6576,7019,2801,3673,885,1195,231,233,92036,46,9722,24,80346.0,9768,101828
W.P. Kuala Lumpur,P.122 Seputeh,P.122 Seputeh,124805,3226,3024,6250,0.050078121870117384,10786,10399,11446,10913,11380,11842,9996,11021,7845,9000,4466,5404,1453,1999,202,403,124374,0,401,30,86256.0,401,124805
W.P. Kuala Lumpur,P.123 Cheras,P.123 Cheras,101184,1993,1846,3839,0.037940781151170146,7226,6688,8548,7849,9236,8851,9212,9453,8376,8909,4231,4942,1247,1930,263,384,100028,0,1141,15,78819.0,1141,101184
W.P. Kuala Lumpur,P.124 Bandar Tun Razak,P.124 Bandar Tun Razak,119185,4025,3578,7603,0.06379158451147376,13440,12013,14061,13033,10809,11044,8514,9270,5531,6886,2411,3024,557,824,73,92,114154,4814,197,20,83650.0,5011,119185
W.P. Putrajaya,P.125 Putrajaya,P.125 Putrajaya,42881,1911,1660,3571,0.08327697581679532,4587,4420,6137,6583,4632,4756,2147,2235,1467,1720,293,274,25,32,1,1,41426,640,746,69,27306.0,1386,42881
Negeri Sembilan,P.126 Jelebu,N.01 Chennah,14561,351,320,671,0.0460819998626468,1177,1033,1632,1426,1355,1237,1288,1114,946,1042,510,602,204,252,35,37,14535,0,26,0,12119.0,26,59561
Negeri Sembilan,P.127 Jempol,N.05 Serting,30248,784,744,1528,0.05051573657762497,3327,3257,4618,4657,1988,1956,1460,1961,1852,2026,672,570,127,198,23,28,29957,0,289,2,22146.0,289,95813
Negeri Sembilan,P.128 Seremban,N.09 Lenggeng,26993,960,935,1895,0.07020338606305339,3223,3263,2922,2824,1982,2059,2000,2060,1489,1500,525,721,158,277,44,51,26928,0,58,7,18636.0,58,157244
Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,13299,388,346,734,0.05519211970824874,1306,1358,1407,1336,1123,1057,980,1012,799,897,307,457,130,304,32,60,13296,0,0,3,10091.0,0,63247
Negeri Sembilan,P.130 Rasah,N.20 Labu,29651,1454,1356,2810,0.09476914775218374,3992,3849,2917,2816,2255,2501,2162,2153,1341,1384,436,565,136,228,45,61,29632,0,12,7,17808.0,12,155896
Negeri Sembilan,P.131 Rembau,N.25 Paroi,59554,2759,2609,5368,0.09013668267454747,8466,8066,6516,6627,4268,4816,3506,4133,2663,2921,861,915,144,225,27,32,58658,736,144,16,36213.0,880,133555
Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,15039,352,367,719,0.04780902985570849,1298,1198,1581,1395,1542,1329,1304,1236,939,1016,457,589,149,232,28,27,15007,0,29,3,12083.0,29,104450
Negeri Sembilan,P.133 Tampin,N.34 Gemas,29346,652,649,1301,0.04433312887616711,3678,2673,4841,4388,2794,2456,1170,1231,1325,1767,688,671,127,174,34,28,24483,4828,35,0,22318.0,4863,81099
Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,14791,484,451,935,0.06321411669258332,1541,1588,1593,1627,1382,1283,1057,1058,739,779,362,528,104,173,15,27,14775,0,15,1,11045.0,15,69174
Melaka,P.135 Alor Gajah,N.06 Rembia,21894,789,744,1533,0.07001918333790079,2584,2553,2382,2457,1770,1817,1381,1551,1039,1291,488,641,138,218,20,31,21824,0,69,1,15636.0,69,93311
Melaka,P.136 Tangga Batu,N.11 Sungai Udang,28257,818,670,1488,0.05265951799554093,5229,2639,5345,3960,2612,2259,1298,1212,708,779,248,291,66,100,7,16,18677,9570,9,1,22323.0,9579,115998
Melaka,P.137 Hang Tuah Jaya,N.15 Pengkalan Batu,25559,630,587,1217,0.04761532141320083,2362,2272,2913,2902,2247,2254,1784,2045,1459,1835,738,963,189,297,37,45,25557,0,0,2,21182.0,0,118493
Melaka,P.138 Kota Melaka,N.19 Kesidang,52151,1779,1724,3503,0.06717033230427029,5895,5816,5699,5784,4521,4702,3445,3821,2594,2923,1203,1416,297,430,30,72,52116,0,26,9,37355.0,26,164140
Melaka,P.139 Jasin,N.24 Bemban,24689,824,766,1590,0.06440115030985459,2806,2769,2770,2747,2022,2086,1649,1809,1232,1351,549,724,203,305,36,41,24488,0,198,3,18393.0,198,96208
Johor,P.140 Segamat,N.01 Buloh Kasap,28479,751,723,1474,0.05175743530320587,3006,2851,3637,3407,2369,2225,1816,1984,1757,1882,698,768,187,291,52,75,28467,0,10,2,21484.0,10,69360
Johor,P.141 Sekijang,N.03 Pemanis,29969,793,777,1570,0.05238746704928426,2847,2830,3461,3364,2793,2608,1970,2069,1744,2134,966,956,223,354,28,52,29967,0,0,2,22314.0,0,63981
Johor,P.142 Labis,N.05 Tenang,22560,520,572,1092,0.04840425531914894,2167,1918,2409,2380,2206,1945,1862,1825,1228,1351,652,838,229,357,43,58,22551,0,7,2,18398.0,7,49846
Johor,P.143 Pagoh,N.07 Bukit Kepong,37509,918,882,1800,0.04798848276413661,3557,3488,4429,4268,3129,2969,2763,2763,2491,2474,965,1119,383,698,86,127,37430,0,79,0,28992.0,79,69939
Johor,P.144 Ledang,N.09 Gambir,29548,961,888,1849,0.06257614728577231,3110,2939,3006,3121,2564,2454,2274,2322,1624,1643,742,991,312,475,49,73,29509,0,37,2,22726.0,37,104577
Johor,P.145 Bakri,N.12 Bentayan,34571,717,681,1398,0.04043851783286569,2697,2523,3132,3120,2993,2861,2814,2862,2590,2860,1374,1753,504,798,132,160,34559,0,12,0,27856.0,12,97335
Johor,P.146 Muar,N.15 Maharani,38750,1203,1094,2297,0.05927741935483871,4178,3937,4283,4097,3274,3205,2751,2729,2132,2389,1006,1313,339,594,83,143,38199,0,543,8,27900.0,543,68925
Johor,P.147 Parit Sulong,N.17 Semerah,46652,1299,1282,2581,0.05532453056674955,4473,4474,4461,4407,3687,3701,3809,3855,3042,3220,1459,1831,490,863,133,166,46640,0,11,1,35557.0,11,79484
Johor,P.148 Ayer Hitam,N.19 Yong Peng,33186,1047,946,1993,0.06005544506719701,3431,3361,3498,3391,2928,2767,2589,2520,1967,1962,868,1056,313,432,44,66,33147,0,36,3,24903.0,36,61041
Johor,P.149 Sri Gading,N.21 Parit Yaani,42267,1674,1477,3151,0.07454988525327087,5371,5319,4708,4573,3540,3524,2733,2977,1891,2048,701,943,275,427,21,65,42245,0,13,9,26635.0,13,78602
Johor,P.150 Batu Pahat,N.23 Penggaram,69241,1819,1689,3508,0.05066362415331956,6860,6625,7599,7369,6004,6006,4996,5383,3847,4537,2030,2582,642,993,92,168,68811,0,411,19,49750.0,411,133910
Johor,P.151 Simpang Renggam,N.26 Machap,33941,1159,1089,2248,0.06623258006540762,3890,3858,3780,3792,2762,2731,2461,2500,1727,1767,718,932,288,384,34,69,33914,0,25,2,24156.0,25,59033
Johor,P.152 Kluang,N.28 Mengkibol,66589,1923,1741,3664,0.0550241030800883,6764,6472,6697,6641,5718,5426,4752,5120,4273,4504,2222,2443,702,887,133,171,66531,0,46,12,48365.0,46,132342
Johor,P.153 Sembrong,N.30 Paloh,25646,637,574,1211,0.047219839351165874,2220,2195,2931,2651,2366,2264,1942,1923,1670,1731,838,951,259,359,64,71,25612,0,31,3,21399.0,31,54982
Johor,P.154 Mersing,N.32 Endau,27993,933,879,1812,0.06473046833136856,3067,3153,3336,3180,2261,2207,2009,2065,1519,1470,608,746,163,293,44,60,27959,0,30,4,19538.0,30,66275
Johor,P.155 Tenggara,N.34 Panti,38758,1476,1482,2958,0.07631972754012074,4562,4550,4638,4658,3656,3670,2243,2404,1418,1804,919,916,159,175,14,14,38674,0,80,4,25751.0,80,67294
Johor,P.156 Kota Tinggi,N.36 Sedili,28674,754,753,1507,0.0525563228011439,2791,2695,4142,3963,2820,2645,1475,1551,1321,1676,886,866,147,138,32,19,28661,0,13,0,21456.0,13,61291
Johor,P.157 Pengerang,N.38 Penawar,30101,905,921,1826,0.06066243646390485,2816,2793,3708,3643,3593,3372,1758,1710,749,1314,1003,1380,276,150,6,4,30072,0,27,2,21490.0,27,55316
Johor,P.158 Tebrau,N.40 Tiram,107523,5376,5123,10499,0.09764422495652093,15025,14587,11182,10748,9136,9552,7823,7530,3954,3827,1259,1383,304,494,111,109,107438,0,80,5,60686.0,80,223301
Johor,P.159 Pasir Gudang,N.42 Johor Jaya,93122,3245,3009,6254,0.06715921049805632,11163,10540,10399,9533,8154,8189,7677,7724,4553,4633,1571,1764,361,490,39,78,91361,1016,727,18,61079.0,1743,198485
Johor,P.160 Johor Bahru,N.44 Larkin,75978,1747,1698,3445,0.04534207270525679,6659,6152,8083,7554,6712,6274,5986,6211,4930,5775,2658,3157,769,1165,194,254,75358,0,601,19,55858.0,601,136368
Johor,P.161 Pulai,N.46 Perling,102621,3928,3828,7756,0.07557907250952534,11542,10675,10743,9936,10307,10245,7277,6959,4784,5187,2431,2560,680,895,379,265,101527,0,1073,21,62895.0,1073,165313
Johor,P.162 Iskandar Puteri,N.48 Skudai,103487,3018,2743,5761,0.05566882796873037,10489,10080,10962,10190,9592,9382,8662,8921,6112,6720,2453,2764,507,682,79,131,102787,0,690,10,70928.0,690,222437
Johor,P.163 Kulai,N.50 Bukit Permai,40348,1987,1878,3865,0.09579161296718548,5273,5059,4054,3951,3605,3747,2807,2707,1514,1729,710,761,183,284,37,62,40343,0,0,5,24275.0,0,151247
Johor,P.164 Pontian,N.53 Benut,28243,818,799,1617,0.05725312466805934,2888,2894,3262,3189,2337,2304,2106,2062,1503,1425,735,1039,287,434,60,101,28229,0,11,3,20894.0,11,75212
Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,36078,1199,1131,2330,0.06458229391873163,4010,3712,3746,3641,3195,3171,2748,2735,1899,1846,997,1113,324,449,62,100,36051,0,24,3,26608.0,24,70679
W.P. Labuan,P.166 Labuan,P.166 Labuan,44484,1690,1535,3225,0.07249797680064743,5509,4973,5685,5201,3619,3339,2997,2803,2478,2171,922,830,247,281,115,89,43034,1069,375,6,28356.0,1444,44484
Sabah,P.167 Kudat,N.01 Banggi,9127,346,371,717,0.07855812424674044,1128,1131,980,1028,675,629,520,482,401,404,183,231,103,207,132,176,9127,0,0,0,11054.0,0,75724
Sabah,P.168 Kota Marudu,N.05 Matunggong,27546,1112,1082,2194,0.0796485878167429,3413,3327,3577,3384,2352,2150,1628,1466,979,986,458,599,266,358,162,247,27546,0,0,0,22906.0,0,80735
Sabah,P.169 Kota Belud,N.08 Pintasan,15103,604,520,1124,0.07442230020525724,1710,1634,1760,1821,1276,1354,895,964,599,744,281,440,119,213,57,112,15103,0,0,0,,0,79885
Sabah,P.170 Tuaran,N.12 Sulaman,16944,657,648,1305,0.07701841359773372,1892,1823,2115,2162,1413,1511,1086,1147,769,794,248,302,87,135,62,93,16943,0,0,1,22611.0,0,83419
Sabah,P.171 Sepanggar,N.16 Karambunai,34670,1794,1729,3523,0.10161522930487453,5649,5037,4917,4593,2563,2507,1479,1453,1050,885,286,298,102,136,86,106,32492,2174,0,4,34451.0,2174,108370
Sabah,P.172 Kota Kinabalu,N.19 Likas,19567,382,358,740,0.0378187765114734,1327,1326,1506,1536,1598,1805,1691,1842,1668,1749,922,934,293,338,148,144,19559,0,6,2,15126.0,6,74059
Sabah,P.173 Putatan,N.22 Tanjung Aru,20738,624,611,1235,0.05955251229626772,2087,1884,1987,1965,1682,1701,1620,1517,1465,1374,754,704,209,250,157,147,20708,0,29,1,23829.0,29,63173
Sabah,P.174 Penampang,N.25 Kapayan,47605,1662,1604,3266,0.06860623884045794,5473,5064,6184,5616,4637,4488,3063,2924,2108,2144,963,923,243,329,82,98,45264,26,2310,5,33675.0,2336,77214
Sabah,P.175 Papar,N.27 Limbahau,19123,723,735,1458,0.07624326726977984,2077,2033,2097,2115,1704,1693,1401,1404,976,967,398,436,94,159,41,70,19121,0,0,2,,0,59942
Sabah,P.176 Kimanis,N.30 Bongawan,22919,784,727,1511,0.0659278328024783,2407,2272,2684,2677,2136,2121,1748,1752,1142,1088,444,438,120,181,81,117,22918,0,0,1,16239.0,0,40763
Sabah,P.177 Beaufort,N.32 Klias,21840,635,609,1244,0.05695970695970696,2067,2032,2349,2308,1996,2044,1831,1810,1333,1255,510,525,155,216,69,96,21661,0,177,2,16948.0,177,43248
Sabah,P.178 Sipitang,N.34 Lumadan,21296,751,690,1441,0.06766528925619834,2398,2248,2406,2542,1946,1879,1543,1465,1070,1032,396,426,150,196,61,97,21296,0,0,0,15009.0,0,45871
Sabah,P.179 Ranau,N.36 Kundasang,23254,913,910,1823,0.07839511481895588,3042,2874,3015,2950,1896,1814,1285,1245,887,897,339,419,190,271,139,168,23254,0,0,0,14864.0,0,66517
Sabah,P.180 Keningau,N.39 Tambunan,27768,1056,988,2044,0.07360991068856237,3677,3648,3546,3596,2257,2169,1723,1703,1061,1056,361,497,128,224,25,53,27749,0,19,0,16255.0,19,87588
Sabah,P.181 Tenom,N.42 Melalap,20246,758,679,1437,0.07097698310777438,2204,2169,2405,2300,1701,1748,1501,1387,1076,977,367,407,121,192,122,132,20105,0,140,1,13996.0,140,42045
Sabah,P.182 Pensiangan,N.44 Tulid,15636,752,603,1355,0.08665899206958301,2132,2097,2056,1924,1226,1172,977,888,541,476,182,225,92,168,39,86,15636,0,0,0,,0,55672
Sabah,P.183 Beluran,N.47 Telupid,13666,663,564,1227,0.08978486755451486,1888,1891,1662,1589,1118,1040,891,797,481,420,186,238,66,95,27,50,13666,0,0,0,,0,44727
Sabah,P.184 Libaran,N.50 Gum-Gum,18685,763,700,1463,0.0782981000802783,2304,1992,2322,2084,1731,1697,1254,1084,909,740,335,316,118,158,89,89,17962,0,722,1,12460.0,722,72332
Sabah,P.185 Batu Sapi,N.53 Sekong,25216,1020,1048,2068,0.08201142131979695,3580,3448,3035,2993,1863,1879,1520,1370,1091,954,445,401,165,193,111,100,25216,0,0,0,16522.0,0,43916
Sabah,P.186 Sandakan,N.55 Elopura,38302,1415,1337,2752,0.07185003394078639,4995,4688,4425,4302,2975,3044,2176,2295,1888,1953,892,847,338,418,155,159,38064,0,237,1,25285.0,237,55542
Sabah,P.187 Kinabatangan,N.57 Kuamut,17089,796,778,1574,0.09210603312072094,2417,2310,2139,1910,1294,1220,996,928,592,661,229,320,120,189,102,88,17089,0,0,0,17875.0,0,44773
Sabah,P.188 Lahad Datu,N.60 Tungku,22944,1006,984,1990,0.0867329149232915,3534,3271,3253,2872,1662,1526,1271,1198,891,677,220,201,87,119,71,101,22562,267,115,0,17773.0,382,100256
Sabah,P.189 Semporna,N.64 Sulabayan,19419,778,774,1552,0.07992172614449766,2214,2222,2041,2084,1658,1779,1326,1424,812,866,229,309,175,275,221,232,19419,0,0,0,13984.0,0,72169
Sabah,P.190 Tawau,N.67 Balung,20744,813,707,1520,0.07327419976860779,2510,2436,2548,2584,1544,1685,1406,1235,1195,1010,390,327,124,103,69,58,20744,0,0,0,14541.0,0,87477
Sabah,P.191 Kalabakan,N.70 Kukusan,18507,611,576,1187,0.06413789376992489,2454,1934,2363,2197,1705,1582,1174,1119,949,897,324,305,105,95,68,49,16796,1707,0,4,,1707,83970
Sarawak,P.192 Mas Gading,N.01 Opar,18525,653,598,1251,0.06753036437246963,2068,2132,1886,1870,1755,1513,1529,1467,973,895,415,497,79,138,20,37,18524,0,0,1,11436.0,0,47171
Sarawak,P.193 Santubong,N.03 Tanjong Datu,16081,520,508,1028,0.06392637273801381,1735,1663,1674,1633,1377,1326,1304,1232,905,930,445,471,112,179,18,49,15947,45,88,1,11384.0,133,79540
Sarawak,P.194 Petra Jaya,N.06 Tupong,51773,2207,2153,4360,0.08421377938307611,7149,6906,6148,6046,4008,4370,3041,3441,1915,2184,837,830,165,281,34,58,51728,0,37,8,26004.0,37,109809
Sarawak,P.195 Bandar Kuching,N.09 Padungan,25043,273,247,520,0.020764285429062012,896,818,1350,1200,1760,1746,2376,2507,2860,3200,1861,2123,628,816,147,235,24770,0,271,2,20949.0,271,109710
Sarawak,P.196 Stampin,N.12 Kota Sentosa,45712,1366,1233,2599,0.05685596779838992,5438,4297,5755,5333,4378,4393,2826,3056,2218,2388,1084,1157,308,349,56,77,43260,2349,95,8,28392.0,2444,121009
Sarawak,P.197 Kota Samarahan,N.15 Asajaya,18439,663,636,1299,0.07044850588426704,1834,1995,1990,2070,1613,1613,1375,1352,985,929,509,480,133,181,30,51,18429,0,10,0,12349.0,10,82229
Sarawak,P.198 Puncak Borneo,N.18 Serembu,15906,520,513,1033,0.0649440462718471,1761,1667,1689,1611,1386,1362,1335,1274,857,815,375,388,105,188,19,41,15901,0,5,0,9834.0,5,79969
Sarawak,P.199 Serian,N.21 Tebedu,20539,638,627,1265,0.06159014557670773,1987,1970,2072,2028,1890,1710,1831,1744,1225,1188,519,671,146,209,23,61,20530,0,9,0,12040.0,9,65273
Sarawak,P.200 Batang Sadong,N.24 Sadong Jaya,10432,333,325,658,0.06307515337423313,1045,1050,1041,1140,864,890,890,862,572,570,290,338,73,112,16,21,10432,0,0,0,7653.0,0,32640
Sarawak,P.201 Batang Lupar,N.27 Sebuyau,13780,445,400,845,0.06132075471698113,1428,1402,1471,1398,1187,1084,1154,1110,747,830,403,411,81,148,25,56,13777,0,3,0,9367.0,3,43072
Sarawak,P.202 Sri Aman,N.30 Balai Ringin,15892,474,483,957,0.060218978102189784,1497,1490,1486,1393,1390,1278,1392,1347,1042,1042,558,577,129,202,40,72,15890,0,2,0,10791.0,2,50164
Sarawak,P.203 Lubok Antu,N.33 Engkilili,14725,412,420,832,0.056502546689303906,1289,1224,1325,1349,1259,1230,1425,1303,997,951,457,596,163,200,36,89,14710,0,14,1,11039.0,14,28995
Sarawak,P.204 Betong,N.35 Saribas,16406,621,565,1186,0.07229062538095819,2006,1874,1913,1880,1304,1309,1214,1186,795,773,305,396,91,111,21,42,16400,0,6,0,10984.0,6,41743
Sarawak,P.205 Saratok,N.38 Kalaka,11928,401,367,768,0.06438631790744467,1304,1324,1247,1263,999,942,948,1003,612,709,268,328,64,113,10,26,11820,0,107,1,8052.0,107,44531
Sarawak,P.206 Tanjong Manis,N.41 Kuala Rajang,18223,733,629,1362,0.07474071228667069,2278,2198,2013,1944,1493,1531,1330,1342,806,899,359,412,71,129,21,35,18215,0,8,0,11428.0,8,32948
Sarawak,P.207 Igan,N.43 Daro,14116,523,481,1004,0.07112496457920091,1692,1669,1549,1618,1075,1079,1091,1015,699,756,299,339,83,101,7,40,14040,0,76,0,9195.0,76,28290
Sarawak,P.208 Sarikei,N.45 Repok,31110,862,817,1679,0.053969784635165545,2975,2926,3196,3125,2827,2697,2487,2426,2006,1998,934,1022,261,372,69,110,30861,0,249,0,23541.0,249,55018
Sarawak,P.209 Julau,N.47 Pakan,14615,449,420,869,0.05945945945945946,1572,1405,1514,1425,1369,1143,1392,1256,787,788,327,385,89,168,36,90,14615,0,0,0,11154.0,0,34850
Sarawak,P.210 Kanowit,N.49 Ngemah,14109,435,459,894,0.06336381033382947,1383,1266,1573,1442,1219,1123,1102,1143,849,816,353,478,100,210,31,127,14109,0,0,0,9853.0,0,30988
Sarawak,P.211 Lanang,N.51 Bukit Assek,34972,691,654,1345,0.03845933889969118,2430,2369,2880,2923,3017,3173,2970,3248,2831,3244,1445,1761,379,680,86,191,34970,0,0,2,27636.0,0,87356
Sarawak,P.212 Sibu,N.53 Bawang Assan,22520,472,416,888,0.03943161634103019,1679,1701,2046,2052,1797,1775,2071,2180,1771,1802,871,940,280,411,96,160,22471,0,49,0,19650.0,49,105875
Sarawak,P.213 Mukah,N.56 Dalat,17822,622,537,1159,0.0650319829424307,2037,1961,1758,1714,1517,1419,1501,1403,946,1054,462,602,131,119,11,28,17748,0,73,1,12503.0,73,46964
Sarawak,P.214 Selangau,N.59 Tamin,23320,894,784,1678,0.07195540308747855,2497,2464,2365,2294,2093,2073,1879,1834,1181,1134,476,621,196,310,51,174,23305,0,15,0,16681.0,15,45743
Sarawak,P.215 Kapit,N.61 Pelagus,11538,419,448,867,0.0751430057202288,1358,1185,1288,1245,969,932,860,881,544,486,244,335,78,158,30,78,11538,0,0,0,7894.0,0,45210
Sarawak,P.216 Hulu Rajang,N.64 Baleh,15555,611,521,1132,0.07277402764384443,1712,1558,1904,1578,1289,1195,1092,1071,764,727,375,505,135,303,67,148,15555,0,0,0,10137.0,0,43438
Sarawak,P.217 Bintulu,N.67 Jepak,22534,836,869,1705,0.07566344191000267,2549,2375,2338,2197,1993,1908,1787,1774,1314,1188,479,552,101,168,23,83,22491,0,43,0,14643.0,43,113599
Sarawak,P.218 Sibuti,N.71 Bekenu,19987,648,555,1203,0.060189122929904436,1981,1838,2042,2074,1695,1584,1606,1413,1543,1259,702,601,164,178,45,59,19953,0,34,0,12674.0,34,58522
Sarawak,P.219 Miri,N.73 Piasau,30781,764,731,1495,0.0485689223871869,2583,2365,2787,2594,2280,2347,2357,2611,2535,2642,1395,1391,437,584,188,190,30287,0,494,0,21377.0,494,143229
Sarawak,P.220 Baram,N.76 Marudi,25413,823,742,1565,0.061582654546885454,2596,2274,2717,2444,2213,2122,2064,2016,1572,1510,645,794,261,312,112,196,25340,0,72,1,16478.0,72,59535
Sarawak,P.221 Limbang,N.79 Bukit Kota,26864,952,888,1840,0.0684931506849315,2865,2797,3014,2882,2227,2323,1916,1895,1814,1405,648,637,184,270,63,84,26508,0,356,0,16975.0,356,41999
Sarawak,P.222 Lawas,N.81 Ba'Kelalan,13793,539,458,997,0.07228304212281592,1628,1505,1548,1372,1231,1047,1157,1002,750,689,264,287,97,131,39,49,13793,0,0,0,8503.0,0,33655
