state,parlimen,population_total,nationality_citizen,ethnicity_proportion_bumi,ethnicity_proportion_chinese,ethnicity_proportion_indian,ethnicity_proportion_other,labour_participation_rate,labour_unemployment_rate,income_median,income_avg,expenditure_avg,gini,poverty_incidence,utilities_pipedwater_home,utilities_pipedwater_public,utilities_pipedwater_other,utilities_electricity_home,utilities_electricity_none,Total,Male,Female,Young,Old,Middle_Aged,Male_Percentage,Female_Percentage,Young_Percentage,Old_Percentage,Middle_Aged_Percentage
Sarawak,P.214 Selangau,51335,46873,96,4,0,0,67.1,4.3,3445,4303,2696,0.349,11.1,47.1,1.2,51.7,99.4,0.6,45743,23151,22592,13386,7810,24547,51,49,29,17,54
Sarawak,P.215 Kapit,43981,43826,93,7,0,0,67.1,5.8,2976,4028,3178,0.356,4.7,48.0,3.7,48.2,100.0,0.0,45210,22395,22815,12520,8294,24396,50,50,28,18,54
Sarawak,P.216 Hulu Rajang,43394,36901,98,2,0,1,68.8,4.5,3574,4320,2407,0.316,6.1,37.9,0.2,61.9,99.5,0.5,43438,22163,21275,13148,7703,22587,51,49,30,18,52
Sarawak,P.217 Bintulu,235099,199185,82,17,0,0,70.1,3.5,6368,7654,3653,0.34,2.4,89.1,0.1,10.7,99.9,0.1,113599,57756,55843,36759,16952,59888,51,49,32,15,53
Sarawak,P.218 Sibuti,70984,64994,87,13,0,0,64.0,3.6,4704,5834,2729,0.335,7.9,99.0,1.0,0.0,100.0,0.0,58522,30151,28371,18052,9451,31019,52,48,31,16,53
Sarawak,P.219 Miri,206125,194508,65,34,0,0,67.4,3.2,6176,7602,4140,0.355,4.0,99.1,0.9,0.0,99.7,0.3,143229,71422,71807,41972,25675,75582,50,50,29,18,53
Sarawak,P.220 Baram,63499,55494,95,5,0,0,65.2,4.8,3267,4394,2379,0.366,14.4,53.2,0.5,46.3,99.8,0.2,59535,30776,28759,15163,13054,31318,52,48,25,22,53
Sarawak,P.221 Limbang,45061,43856,88,12,0,0,68.2,5.6,4628,5989,3394,0.382,11.0,83.3,7.9,8.8,98.4,1.6,41999,21444,20555,11522,7888,22589,51,49,27,19,54
Sarawak,P.222 Lawas,36604,34790,93,7,0,0,74.3,5.5,4006,5222,3299,0.382,14.6,77.9,1.3,20.8,99.6,0.4,33655,17423,16232,9870,5853,17932,52,48,29,17,53
W.P. Kuala Lumpur,P.114 Kepong,106199,88170,20,73,6,1,72.5,4.7,11274,13087,6500,0.303,0.0,100.0,0.0,0.0,100.0,0.0,94285,47372,46913,17929,25636,50720,50,50,19,27,54
W.P. Kuala Lumpur,P.115 Batu,219132,172546,57,30,13,0,71.7,4.8,9426,11019,5817,0.305,0.3,100.0,0.0,0.0,100.0,0.0,113863,56710,57153,29801,21599,62463,50,50,26,19,55
W.P. Kuala Lumpur,P.116 Wangsa Maju,215600,195262,62,31,7,1,71.5,3.4,9716,11153,5768,0.289,0.0,100.0,0.0,0.0,100.0,0.0,120323,59402,60921,29549,22815,67959,49,51,25,19,56
W.P. Kuala Lumpur,P.117 Segambut,253715,218026,32,56,11,1,72.9,4.5,15342,20521,9845,0.396,0.0,100.0,0.0,0.0,100.0,0.0,119652,58292,61360,28377,27482,63793,49,51,24,23,53
W.P. Kuala Lumpur,P.118 Setiawangsa,147095,140563,70,21,9,0,72.0,4.6,9651,12281,6534,0.33,0.3,100.0,0.0,0.0,100.0,0.0,95753,49132,46621,24635,16043,55075,51,49,26,17,58
W.P. Kuala Lumpur,P.119 Titiwangsa,122096,106806,68,23,8,1,73.0,3.6,9827,11921,6823,0.335,0.5,100.0,0.0,0.0,100.0,0.0,80747,40245,40502,17955,18503,44289,50,50,22,23,55
W.P. Kuala Lumpur,P.120 Bukit Bintang,120529,94913,27,56,15,1,72.6,3.0,11060,13677,7401,0.363,0.0,100.0,0.0,0.0,100.0,0.0,79782,41741,38041,9771,31599,38412,52,48,12,40,48
W.P. Kuala Lumpur,P.121 Lembah Pantai,148094,138041,59,26,14,1,72.8,3.3,9801,13081,6186,0.376,0.0,100.0,0.0,0.0,100.0,0.0,101828,53093,48735,20191,22613,59024,52,48,20,22,58
W.P. Kuala Lumpur,P.122 Seputeh,322511,310277,31,57,11,0,71.3,3.5,11113,13489,7764,0.329,0.5,100.0,0.0,0.0,100.0,0.0,124805,60800,64005,27435,30772,66598,49,51,22,25,53
W.P. Kuala Lumpur,P.123 Cheras,135823,123916,32,60,8,1,72.6,3.7,10264,12031,5979,0.319,0.2,100.0,0.0,0.0,100.0,0.0,101184,50332,50852,17753,30282,53149,50,50,18,30,53
W.P. Kuala Lumpur,P.124 Bandar Tun Razak,191318,185146,68,23,8,0,72.0,4.4,9432,11266,6002,0.305,0.0,100.0,0.0,0.0,100.0,0.0,119185,59421,59764,33056,19398,66731,50,50,28,16,56
W.P. Putrajaya,P.125 Putrajaya,109202,106381,98,1,1,0,72.5,1.5,9983,12840,7980,0.361,0.4,100.0,0.0,0.0,100.0,0.0,42881,21200,21681,12578,3813,26490,49,51,29,9,62
W.P. Labuan,P.166 Labuan,95120,84288,86,12,1,1,64.6,7.2,6726,8319,4097,0.333,3.1,100.0,0.0,0.0,100.0,0.0,44484,23262,21222,13707,7133,23644,52,48,31,16,53
