state,parlimen,peratus_keluar,rosak_vs_keseluruhan
Selangor,P.104 Subang,77.75959123581883,0.8881934312666363
Selangor,P.105 Petaling Jaya,75.85063644003526,1.4585768235588197
Selangor,P.106 Damansara,73.86983852147401,0.9556970983722576
Selangor,P.107 Sungai Buloh,82.7667784173572,0.9224584626201796
Selangor,P.108 Shah Alam,82.70706631914277,0.957091375964751
Selangor,P.109 Kapar,84.33270493058525,1.0457107075767065
Selangor,P.110 Klang,79.2454275224615,0.9960496273119344
Selangor,P.111 Kota Raja,81.67887148975122,1.0696524880176908
Selangor,P.112 Kuala Langat,84.39957749416364,1.2666501925085094
Selangor,P.113 Sepang,83.11582430269164,1.2257727308526711
W.P. Kuala Lumpur,P.114 Kepong,77.24770642201835,0.7057240536569962
W.P. Kuala Lumpur,P.115 Batu,77.1462195796703,0.791202285948475
W.P. Kuala Lumpur,P.116 Wangsa Maju,77.70168629439092,0.8054078914998983
W.P. Kuala Lumpur,P.117 Segambut,72.10410189549694,0.9017780559612396
W.P. Kuala Lumpur,P.118 Setiawangsa,79.08368406211815,1.2690656982502475
W.P. Kuala Lumpur,P.119 Titiwangsa,76.40283849554783,1.353476083186099
W.P. Kuala Lumpur,P.120 Bukit Bintang,66.7406181845529,0.5840704640637031
W.P. Kuala Lumpur,P.121 Lembah Pantai,76.07828887928663,0.9745833817397928
W.P. Kuala Lumpur,P.122 Seputeh,70.59572933776693,0.7411442904650027
W.P. Kuala Lumpur,P.123 Cheras,71.36207305502846,0.6384422562909413
W.P. Kuala Lumpur,P.124 Bandar Tun Razak,78.73893526869992,0.8780435825030636
W.P. Putrajaya,P.125 Putrajaya,86.21300809216203,0.8818199031621088
Negeri Sembilan,P.126 Jelebu,77.24517721327715,1.464962615197357
Negeri Sembilan,P.127 Jempol,75.9896882468976,1.3913306230084606
Negeri Sembilan,P.128 Seremban,79.37536567373,1.2250326488426686
Negeri Sembilan,P.129 Kuala Pilah,78.06061947602258,1.4360657065888882
Negeri Sembilan,P.130 Rasah,77.5696618258326,1.0229227308811857
Negeri Sembilan,P.131 Rembau,82.80184193777845,1.0399146365724414
Negeri Sembilan,P.132 Port Dickson,77.96649114408808,1.5361756471339456
Negeri Sembilan,P.133 Tampin,76.40044883414099,1.4961265332472562
Melaka,P.134 Masjid Tanah,79.89996241362361,0.9426451963090284
Melaka,P.135 Alor Gajah,79.1975222642561,1.2178619756427604
Melaka,P.136 Tangga Batu,80.18758944119726,1.0632579341188613
Melaka,P.137 Hang Tuah Jaya,80.67311993113518,1.1570005858230814
Melaka,P.138 Kota Melaka,76.04240282685512,1.309928214331496
Melaka,P.139 Jasin,81.41630633627142,0.9332431155766064
Johor,P.140 Segamat,74.09890426758939,1.4456659208094171
Johor,P.141 Sekijang,76.35704349728826,1.2629467392639293
Johor,P.142 Labis,70.75994061710067,1.491310141476
Johor,P.143 Pagoh,78.5441599107794,0.9866564724300512
Johor,P.144 Ledang,77.76662172370598,1.252981826230234
Johor,P.145 Bakri,76.1504083834181,1.3235115554296355
Johor,P.146 Muar,77.90351831701125,1.0000931185399011
Johor,P.147 Parit Sulong,80.13814100951134,1.1664599588677649
Johor,P.148 Ayer Hitam,77.27920577972182,1.0175527855507505
Johor,P.149 Sri Gading,79.00307880206611,1.3430384231376211
Johor,P.150 Batu Pahat,75.18407885893511,1.17700811489983
Johor,P.151 Simpang Renggam,75.89145054461063,1.49550233253722
Johor,P.152 Kluang,73.41735805715494,1.586010991951586
Johor,P.153 Sembrong,75.38649012404059,1.2521411855533304
Johor,P.154 Mersing,71.6242927197284,1.1860372032273696
Johor,P.155 Tenggara,77.26840431539216,1.2443025559166874
Johor,P.156 Kota Tinggi,78.52539524563149,1.6538885079681689
Johor,P.157 Pengerang,76.44804396557959,1.0594021944759744
Johor,P.158 Tebrau,75.86799879982624,0.8553012147756384
Johor,P.159 Pasir Gudang,76.01380456961483,1.0578223176648374
Johor,P.160 Johor Bahru,70.04649184559428,1.1808921598391977
Johor,P.161 Pulai,71.63018032459637,0.9382336548043304
Johor,P.162 Iskandar Puteri,74.41522768244492,1.1158300458535466
Johor,P.163 Kulai,76.91987279086527,0.93347888498268
Johor,P.164 Pontian,76.95713449981386,1.7795131390266234
Johor,P.165 Tanjung Piai,77.96658130420634,0.9400065328639348
W.P. Labuan,P.166 Labuan,64.6569553097743,1.0882414296641405
Sabah,P.167 Kudat,60.82087581215995,2.058363731109953
Sabah,P.168 Kota Marudu,62.95658636279185,1.735264027701267
Sabah,P.169 Kota Belud,69.18945984853227,2.2344044000578958
Sabah,P.170 Tuaran,70.8735419988252,1.5138188829877204
Sabah,P.171 Sepanggar,66.12807972686167,1.896376093660606
Sabah,P.172 Kota Kinabalu,60.30732254013692,1.215771443924501
Sabah,P.173 Putatan,66.83393221787789,2.3021719049761966
Sabah,P.174 Penampang,66.44002382987541,1.1130387321884565
Sabah,P.175 Papar,73.89643321877816,1.7744666440907553
Sabah,P.176 Kimanis,77.25388219709049,1.3432409259788511
Sabah,P.177 Beaufort,69.19163891971884,2.091966314663815
Sabah,P.178 Sipitang,64.99967299601055,2.532197477864234
Sabah,P.179 Ranau,64.36099042350077,1.198290159071267
Sabah,P.180 Keningau,63.412796273462114,1.2062943358179394
Sabah,P.181 Tenom,69.15923415388275,1.475342183093748
Sabah,P.182 Pensiangan,67.50969966949273,1.26117496807152
Sabah,P.183 Beluran,66.9640262034118,2.060031384594838
Sabah,P.184 Libaran,63.086877177459485,2.412780504908836
Sabah,P.185 Batu Sapi,62.8654704435741,2.068241089539264
Sabah,P.186 Sandakan,56.77325267365237,1.9471664605334096
Sabah,P.187 Kinabatangan,66.74111629776874,1.7669500033464962
Sabah,P.188 Lahad Datu,59.01591924672837,1.727314212314297
Sabah,P.189 Semporna,55.39497568207956,2.673970683876132
Sabah,P.190 Tawau,59.00522423036912,1.7998295102293862
Sabah,P.191 Kalabakan,60.48707871858997,1.49829694237168
Sarawak,P.192 Mas Gading,67.60933624472663,1.6085538693089176
Sarawak,P.193 Santubong,66.33014835302993,1.800640648988798
Sarawak,P.194 Petra Jaya,63.814441439226286,1.3000542283871337
Sarawak,P.195 Bandar Kuching,58.397593656002186,0.7694949116563652
Sarawak,P.196 Stampin,61.6045087555471,1.0650998698807463
Sarawak,P.197 Kota Samarahan,68.39192985443093,2.0039830719442366
Sarawak,P.198 Puncak Borneo,65.08647100751541,1.719533516494073
Sarawak,P.199 Serian,62.230937753741976,1.5903495814869522
Sarawak,P.200 Batang Sadong,70.2328431372549,2.098237654859536
Sarawak,P.201 Batang Lupar,65.28138930163448,1.9880503592005123
Sarawak,P.202 Sri Aman,64.6858304760386,1.6394958242164626
Sarawak,P.203 Lubok Antu,67.38058285911363,1.2437938270973026
Sarawak,P.204 Betong,65.25405457202406,1.9310547376922795
Sarawak,P.205 Saratok,70.27239451168849,1.4444124884159395
Sarawak,P.206 Tanjong Manis,58.86548500667719,1.83036865171436
Sarawak,P.207 Igan,61.102863202545066,1.7355085039916691
Sarawak,P.208 Sarikei,67.29615762114217,1.5178933153274814
Sarawak,P.209 Julau,65.78766140602582,1.701051162384961
Sarawak,P.210 Kanowit,59.41009423002453,1.9934818033677348
Sarawak,P.211 Lanang,61.78396446723751,1.900985696286964
Sarawak,P.212 Sibu,63.66847697756789,2.1762672640151908
Sarawak,P.213 Mukah,59.97572608806746,1.3739482372989669
Sarawak,P.214 Selangau,64.00979384823907,1.6530054644808745
Sarawak,P.215 Kapit,49.86728599867286,2.421823020625416
Sarawak,P.216 Hulu Rajang,54.806851144159495,1.680178098878481
Sarawak,P.217 Bintulu,62.72590427732639,1.212529471202425
Sarawak,P.218 Sibuti,58.731758996616655,1.323790404701638
Sarawak,P.219 Miri,55.15363508786629,1.0734720745354194
Sarawak,P.220 Baram,50.75669774082473,1.4395393474088292
Sarawak,P.221 Limbang,47.92971261220505,1.6592151018380523
Sarawak,P.222 Lawas,54.9546872678651,1.5517707488510408
